year,week,teams
2015,2,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'byu-cougars', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'colorado-state-rams', 'texas-longhorns', 'iowa-hawkeyes', 'connecticut-huskies', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'western-illinois-leathernecks', 'vanderbilt-commodores', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'old-dominion-monarchs', 'valparaiso-beacons', 'yale-bulldogs', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'uc-irvine-anteaters', 'utah-utes', 'butler-bulldogs', 'west-virginia-mountaineers', 'indiana-hoosiers', 'arizona-wildcats', 'southern-methodist-mustangs', 'california-golden-bears', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'maryland-terrapins', 'iowa-state-cyclones', 'oklahoma-state-cowboys', 'villanova-wildcats', 'washington-huskies')"
2015,3,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'northern-iowa-panthers', 'kansas-jayhawks', 'texas-am-aggies', 'george-washington-revolutionaries', 'kentucky-wildcats', 'baylor-bears', 'north-carolina-tar-heels', 'colorado-state-rams', 'iowa-hawkeyes', 'connecticut-huskies', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'vanderbilt-commodores', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'virginia-cavaliers', 'valparaiso-beacons', 'chattanooga-mocs', 'georgetown-hoyas', nan, 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'utah-utes', 'butler-bulldogs', 'indiana-hoosiers', 'arizona-wildcats', 'southern-methodist-mustangs', 'california-golden-bears', 'purdue-boilermakers', 'lsu-tigers', 'tulsa-golden-hurricane', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats', 'washington-huskies')"
2015,4,"('providence-friars', 'northeastern-huskies', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'northern-iowa-panthers', 'george-washington-revolutionaries', 'kentucky-wildcats', 'baylor-bears', 'davidson-wildcats', 'north-carolina-tar-heels', 'arkansas-little-rock-trojans', 'colorado-state-rams', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'northwestern-wildcats', 'pittsburgh-panthers', 'vanderbilt-commodores', 'south-carolina-gamecocks', 'louisiana-tech-bulldogs', 'oklahoma-sooners', 'xavier-musketeers', 'virginia-cavaliers', 'utep-miners', nan, 'san-diego-state-aztecs', 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'utah-utes', 'butler-bulldogs', 'monmouth-hawks', 'southern-methodist-mustangs', 'arizona-wildcats', 'indiana-hoosiers', 'california-golden-bears', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'georgetown-hoyas')"
2015,5,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'george-washington-revolutionaries', 'kentucky-wildcats', 'baylor-bears', 'unlv-rebels', 'north-carolina-tar-heels', 'arkansas-little-rock-trojans', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'northwestern-wildcats', 'pittsburgh-panthers', 'vanderbilt-commodores', 'south-carolina-gamecocks', 'oklahoma-sooners', 'xavier-musketeers', 'virginia-cavaliers', nan, 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'utah-utes', 'florida-gators', 'ucla-bruins', 'southern-methodist-mustangs', 'arizona-wildcats', 'indiana-hoosiers', 'purdue-boilermakers', 'navy-midshipmen', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'georgetown-hoyas')"
2015,6,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'colorado-buffaloes', 'george-washington-revolutionaries', 'kentucky-wildcats', 'baylor-bears', 'north-carolina-tar-heels', 'arkansas-little-rock-trojans', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'northwestern-wildcats', 'pittsburgh-panthers', 'vanderbilt-commodores', 'south-carolina-gamecocks', 'oklahoma-sooners', 'xavier-musketeers', 'virginia-cavaliers', nan, 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'marquette-golden-eagles', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'utah-utes', 'ucla-bruins', 'houston-cougars', 'southern-methodist-mustangs', 'arizona-wildcats', 'army-west-point-black-knights', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'georgetown-hoyas')"
2015,7,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'northern-iowa-panthers', 'colorado-buffaloes', 'george-washington-revolutionaries', 'kentucky-wildcats', 'baylor-bears', 'north-carolina-tar-heels', 'arkansas-little-rock-trojans', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'northwestern-wildcats', 'pittsburgh-panthers', 'vanderbilt-commodores', 'south-carolina-gamecocks', 'oklahoma-sooners', 'xavier-musketeers', 'virginia-cavaliers', nan, 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'utah-utes', 'butler-bulldogs', 'west-virginia-mountaineers', 'monmouth-hawks', 'florida-gators', 'ucla-bruins', 'southern-methodist-mustangs', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2015,8,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'colorado-buffaloes', 'george-washington-revolutionaries', 'kentucky-wildcats', 'baylor-bears', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'northwestern-wildcats', 'pittsburgh-panthers', 'vanderbilt-commodores', 'south-carolina-gamecocks', 'oklahoma-sooners', 'xavier-musketeers', 'virginia-cavaliers', nan, 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'utah-utes', 'butler-bulldogs', 'west-virginia-mountaineers', 'monmouth-hawks', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'southern-methodist-mustangs', 'arizona-wildcats', 'purdue-boilermakers', 'saint-josephs-hawks', 'cincinnati-bearcats', 'ole-miss-rebels', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2015,9,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'colorado-buffaloes', 'george-washington-revolutionaries', 'kentucky-wildcats', 'baylor-bears', 'north-carolina-tar-heels', 'saint-marys-gaels', 'iowa-hawkeyes', 'connecticut-huskies', 'gonzaga-bulldogs', 'akron-zips', 'pittsburgh-panthers', 'south-carolina-gamecocks', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'virginia-cavaliers', 'seton-hall-pirates', nan, 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'oregon-state-beavers', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'utah-utes', 'texas-tech-red-raiders', 'southern-methodist-mustangs', 'arizona-wildcats', 'indiana-hoosiers', 'california-golden-bears', 'purdue-boilermakers', 'saint-josephs-hawks', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2015,10,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'usc-trojans', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'akron-zips', 'pittsburgh-panthers', 'south-carolina-gamecocks', 'oklahoma-sooners', 'xavier-musketeers', 'virginia-cavaliers', 'valparaiso-beacons', nan, 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'oregon-state-beavers', 'west-virginia-mountaineers', 'butler-bulldogs', 'utah-utes', 'ucla-bruins', 'texas-tech-red-raiders', 'southern-methodist-mustangs', 'arizona-wildcats', 'indiana-hoosiers', 'hawaii-warriors', 'purdue-boilermakers', 'louisville-cardinals', 'maryland-terrapins', 'st-bonaventure-bonnies', 'iowa-state-cyclones', 'villanova-wildcats')"
2015,11,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'usc-trojans', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'arkansas-little-rock-trojans', 'saint-marys-gaels', 'iowa-hawkeyes', 'notre-dame-fighting-irish', 'gonzaga-bulldogs', 'pittsburgh-panthers', 'south-carolina-gamecocks', 'oklahoma-sooners', 'xavier-musketeers', 'virginia-cavaliers', 'valparaiso-beacons', 'clemson-tigers', nan, 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'monmouth-hawks', 'utah-utes', 'southern-methodist-mustangs', 'arizona-wildcats', 'indiana-hoosiers', 'hawaii-warriors', 'purdue-boilermakers', 'navy-midshipmen', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2015,12,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'usc-trojans', 'vcu-rams', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'iowa-hawkeyes', 'connecticut-huskies', 'notre-dame-fighting-irish', 'pittsburgh-panthers', 'south-carolina-gamecocks', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'virginia-cavaliers', 'chattanooga-mocs', 'valparaiso-beacons', 'clemson-tigers', nan, 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'uab-blazers', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'utah-utes', 'southern-methodist-mustangs', 'arizona-wildcats', 'indiana-hoosiers', 'grand-canyon-lopes', 'hawaii-warriors', 'purdue-boilermakers', 'navy-midshipmen', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2015,13,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'usc-trojans', 'vcu-rams', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'iowa-hawkeyes', 'notre-dame-fighting-irish', 'pittsburgh-panthers', 'south-carolina-gamecocks', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'virginia-cavaliers', 'valparaiso-beacons', nan, 'san-diego-state-aztecs', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'utah-utes', 'florida-gators', 'southern-methodist-mustangs', 'indiana-hoosiers', 'arizona-wildcats', 'stony-brook-seawolves', 'purdue-boilermakers', 'saint-josephs-hawks', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2015,14,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'usc-trojans', 'vcu-rams', 'baylor-bears', 'kentucky-wildcats', 'george-washington-revolutionaries', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'iowa-hawkeyes', 'connecticut-huskies', 'notre-dame-fighting-irish', 'gonzaga-bulldogs', 'south-carolina-gamecocks', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'virginia-cavaliers', 'seton-hall-pirates', 'chattanooga-mocs', 'valparaiso-beacons', nan, 'san-diego-state-aztecs', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'utah-utes', 'monmouth-hawks', 'unc-wilmington-seahawks', 'southern-methodist-mustangs', 'indiana-hoosiers', 'arizona-wildcats', 'stony-brook-seawolves', 'hawaii-warriors', 'purdue-boilermakers', 'lsu-tigers', 'saint-josephs-hawks', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2015,15,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'texas-am-aggies', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'texas-longhorns', 'iowa-hawkeyes', 'notre-dame-fighting-irish', 'south-carolina-gamecocks', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'virginia-cavaliers', 'yale-bulldogs', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'san-diego-state-aztecs', 'oregon-ducks', 'west-virginia-mountaineers', 'utah-utes', 'monmouth-hawks', 'unc-wilmington-seahawks', 'indiana-hoosiers', 'arizona-wildcats', 'southern-methodist-mustangs', 'stony-brook-seawolves', 'california-golden-bears', 'hawaii-warriors', 'purdue-boilermakers', 'saint-josephs-hawks', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats')"
2015,16,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'vcu-rams', 'usc-trojans', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'arkansas-little-rock-trojans', 'saint-marys-gaels', 'texas-longhorns', 'iowa-hawkeyes', 'connecticut-huskies', 'notre-dame-fighting-irish', 'south-carolina-gamecocks', 'oklahoma-sooners', 'xavier-musketeers', 'virginia-cavaliers', 'valparaiso-beacons', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'san-diego-state-aztecs', 'uab-blazers', 'oregon-ducks', 'west-virginia-mountaineers', 'utah-utes', 'stephen-f-austin-lumberjacks', 'texas-tech-red-raiders', 'indiana-hoosiers', 'arizona-wildcats', 'southern-methodist-mustangs', 'california-golden-bears', 'hawaii-warriors', 'purdue-boilermakers', 'saint-josephs-hawks', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2015,17,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'arkansas-little-rock-trojans', 'saint-marys-gaels', 'texas-longhorns', 'iowa-hawkeyes', 'notre-dame-fighting-irish', 'vanderbilt-commodores', 'oklahoma-sooners', 'xavier-musketeers', 'virginia-cavaliers', 'seton-hall-pirates', 'valparaiso-beacons', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'utah-utes', 'stephen-f-austin-lumberjacks', 'texas-tech-red-raiders', 'indiana-hoosiers', 'arizona-wildcats', 'southern-methodist-mustangs', 'california-golden-bears', 'purdue-boilermakers', 'saint-josephs-hawks', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2015,18,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'northern-iowa-panthers', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'temple-owls', 'texas-longhorns', 'iowa-hawkeyes', 'notre-dame-fighting-irish', 'gonzaga-bulldogs', 'akron-zips', 'south-carolina-gamecocks', 'oklahoma-sooners', 'xavier-musketeers', 'virginia-cavaliers', 'seton-hall-pirates', 'valparaiso-beacons', 'south-dakota-state-jackrabbits', 'yale-bulldogs', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'dayton-flyers', 'duke-blue-devils', 'wichita-state-shockers', 'uab-blazers', 'oregon-ducks', 'west-virginia-mountaineers', 'utah-utes', 'stephen-f-austin-lumberjacks', 'butler-bulldogs', 'texas-tech-red-raiders', 'indiana-hoosiers', 'arizona-wildcats', 'southern-methodist-mustangs', 'california-golden-bears', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'st-bonaventure-bonnies', 'iowa-state-cyclones', 'villanova-wildcats')"
2015,19,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'northern-iowa-panthers', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'arkansas-little-rock-trojans', 'saint-marys-gaels', 'texas-longhorns', 'iowa-hawkeyes', 'connecticut-huskies', 'notre-dame-fighting-irish', 'gonzaga-bulldogs', 'akron-zips', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'virginia-cavaliers', 'seton-hall-pirates', 'valparaiso-beacons', 'yale-bulldogs', nan, 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'utah-utes', 'stephen-f-austin-lumberjacks', 'butler-bulldogs', 'monmouth-hawks', 'indiana-hoosiers', 'arizona-wildcats', 'southern-methodist-mustangs', 'stony-brook-seawolves', 'california-golden-bears', 'purdue-boilermakers', 'saint-josephs-hawks', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2016,1,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'washington-huskies', 'vanderbilt-commodores', 'oklahoma-sooners', 'michigan-wolverines', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'seton-hall-pirates', 'mississippi-state-bulldogs', 'harvard-crimson', 'wisconsin-badgers', 'san-diego-state-aztecs', 'dayton-flyers', 'duke-blue-devils', 'wichita-state-shockers', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'monmouth-hawks', 'butler-bulldogs', 'ucla-bruins', 'indiana-hoosiers', 'arizona-wildcats', 'california-golden-bears', 'princeton-tigers', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'ohio-bobcats', 'north-carolina-state-wolfpack')"
2016,2,"('michigan-state-spartans', 'miami-fl-hurricanes', 'texas-am-aggies', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'wagner-seahawks', 'virginia-tech-hokies', 'oklahoma-sooners', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'seton-hall-pirates', 'mississippi-state-bulldogs', 'yale-bulldogs', 'clemson-tigers', 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'san-diego-state-aztecs', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'monmouth-hawks', 'butler-bulldogs', 'ucla-bruins', 'indiana-hoosiers', 'arizona-wildcats', 'southern-methodist-mustangs', 'california-golden-bears', 'princeton-tigers', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'ohio-bobcats', 'north-carolina-state-wolfpack')"
2016,3,"('michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'tennessee-state-tigers', 'virginia-tech-hokies', 'michigan-wolverines', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'seton-hall-pirates', 'wisconsin-badgers', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'ucla-bruins', 'indiana-hoosiers', 'arizona-wildcats', 'california-golden-bears', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'ohio-bobcats')"
2016,4,"('michigan-state-spartans', 'vcu-rams', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'temple-owls', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'tennessee-state-tigers', 'virginia-tech-hokies', 'south-carolina-gamecocks', 'michigan-wolverines', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'arkansas-state-red-wolves', 'minnesota-golden-gophers', 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'ucla-bruins', 'houston-cougars', 'indiana-hoosiers', 'arizona-wildcats', 'california-golden-bears', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats')"
2016,5,"('michigan-state-spartans', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'temple-owls', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'south-carolina-gamecocks', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'minnesota-golden-gophers', 'valparaiso-beacons', 'tcu-horned-frogs', 'wisconsin-badgers', 'wichita-state-shockers', 'duke-blue-devils', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'unc-wilmington-seahawks', 'ipfw-mastadons', 'ucla-bruins', 'indiana-hoosiers', 'arizona-wildcats', 'california-golden-bears', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats')"
2016,6,"('michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'pittsburgh-panthers', 'south-carolina-gamecocks', 'ucf-knights', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'minnesota-golden-gophers', 'valparaiso-beacons', 'clemson-tigers', 'tcu-horned-frogs', 'wisconsin-badgers', 'wichita-state-shockers', 'duke-blue-devils', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'ucla-bruins', 'indiana-hoosiers', 'arizona-wildcats', 'loyola-il-ramblers', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'middle-tennessee-blue-raiders', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats')"
2016,7,"('miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'northwestern-wildcats', 'south-carolina-gamecocks', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'seton-hall-pirates', 'minnesota-golden-gophers', 'valparaiso-beacons', 'clemson-tigers', 'wisconsin-badgers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'ucla-bruins', 'indiana-hoosiers', 'arizona-wildcats', 'loyola-il-ramblers', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'oklahoma-state-cowboys', 'villanova-wildcats')"
2016,8,"('miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'northwestern-wildcats', 'south-carolina-gamecocks', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'seton-hall-pirates', 'minnesota-golden-gophers', 'clemson-tigers', nan, 'wisconsin-badgers', 'duke-blue-devils', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'unc-wilmington-seahawks', 'ucla-bruins', 'indiana-hoosiers', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'oklahoma-state-cowboys', 'villanova-wildcats')"
2016,9,"('miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'vcu-rams', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'northwestern-wildcats', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'minnesota-golden-gophers', 'seton-hall-pirates', 'clemson-tigers', nan, 'wisconsin-badgers', 'duke-blue-devils', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'unc-wilmington-seahawks', 'ucla-bruins', 'indiana-hoosiers', 'arizona-wildcats', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
